REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
REGION1,S01B3,NOWIOFPH3,1,NOE1,2022,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2023,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2024,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2025,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2026,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2027,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2028,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2029,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2030,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2031,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2032,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2033,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2034,0.0458121516768
REGION1,S01B3,NOWIONPH3,1,NOE1,2015,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2016,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2017,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2018,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2019,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2020,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2021,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2022,10.3878092328909
REGION1,S01B3,NOWIONPH3,1,NOE1,2023,10.3462203759638
REGION1,S01B3,NOWIONPH3,1,NOE1,2024,10.2361746729902
REGION1,S01B3,NOWIONPH3,1,NOE1,2025,10.2361746729902
REGION1,S01B3,NOWIONPH3,1,NOE1,2026,10.1850605486582
REGION1,S01B3,NOWIONPH3,1,NOE1,2027,9.22291232593824
REGION1,S01B3,NOWIONPH3,1,NOE1,2028,9.17239954424544
REGION1,S01B3,NOWIONPH3,1,NOE1,2029,8.50851727056864
REGION1,S01B3,NOWIONPH3,1,NOE1,2030,6.87527066250144
REGION1,S01B3,NOWIONPH3,1,NOE1,2031,6.38096701307904
REGION1,S01B3,NOWIONPH3,1,NOE1,2032,6.04902587624064
REGION1,S01B3,NOWIONPH3,1,NOE1,2033,5.22828938855491
REGION1,S01B3,NOWIONPH3,1,NOE1,2034,5.20423568298691
REGION1,S01B3,NOWIONPH3,1,NOE1,2035,5.17176318047011
REGION1,S01B3,NOWIONPH3,1,NOE1,2036,4.16150754661411
REGION1,S01B3,NOWIONPH3,1,NOE1,2037,1.23275241036
REGION1,S01B3,NOWIONPH3,1,NOE1,2038,0.54120837528
REGION1,S01B3,NOWIONPN3,1,NOE1,2018,15.267302928
REGION1,S01B3,NOWIONPN3,1,NOE1,2019,30.534605856
REGION1,S01B3,NOWIONPN3,1,NOE1,2020,45.801908784
REGION1,S01B3,NOWIONPN3,1,NOE1,2021,68.702863176
REGION1,S01B3,NOWIONPN3,1,NOE1,2022,91.60381756799998
REGION1,S01B3,NOWIONPN3,1,NOE1,2023,114.50477195999996
REGION1,S01B3,NOWIONPN3,1,NOE1,2024,145.03937781599998
REGION1,S01B3,NOWIONPN3,1,NOE1,2025,175.57398367199997
REGION1,S01B3,NOWIONPN3,1,NOE1,2026,206.10858952799995
REGION1,S01B3,NOWIONPN3,1,NOE1,2027,244.27684684799996
