REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DKBMSTPH3,1,2040,DKBM,S04B2,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S05B1,98.05099983183608
REGION1,DKBMSTPH3,1,2040,DKBM,S05B2,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S05B3,118.8636439294974
REGION1,DKBMSTPH3,1,2041,DKBM,S01B2,119.94829528492727
REGION1,DKBMSTPH3,1,2041,DKBM,S01B3,90.42257695152836
REGION1,DKBMSTPH3,1,2041,DKBM,S02B1,103.50921156080103
REGION1,DKBMSTPH3,1,2041,DKBM,S02B2,119.94829528492727
REGION1,DKBMSTPH3,1,2041,DKBM,S03B1,93.57055816832629
REGION1,DKBMSTPH3,1,2041,DKBM,S03B2,80.56950048294718
REGION1,DKBMSTPH3,1,2041,DKBM,S03B3,119.94829528492727
REGION1,DKBMSTPH3,1,2041,DKBM,S04B1,39.540491820327034
REGION1,DKBMSTPH3,1,2041,DKBM,S04B2,119.94829528492727
REGION1,DKBMSTPH3,1,2041,DKBM,S05B1,45.1365483234337
REGION1,DKBMSTPH3,1,2041,DKBM,S05B2,21.541978931679385
REGION1,DKBMSTPH3,1,2041,DKBM,S05B3,119.94829528492727
REGION1,DKBMSTPH3,1,2042,DKBM,S01B2,125.11079993261922
REGION1,DKBMSTPH3,1,2042,DKBM,S01B3,76.88227231567188
REGION1,DKBMSTPH3,1,2042,DKBM,S02B1,113.41547362969085
REGION1,DKBMSTPH3,1,2042,DKBM,S02B2,111.24039321346804
REGION1,DKBMSTPH3,1,2042,DKBM,S03B1,87.49608765937158
REGION1,DKBMSTPH3,1,2042,DKBM,S03B2,69.95882213097038
REGION1,DKBMSTPH3,1,2042,DKBM,S03B3,125.11079993261922
REGION1,DKBMSTPH3,1,2042,DKBM,S04B1,26.066663663870308
REGION1,DKBMSTPH3,1,2042,DKBM,S04B2,125.11079993261922
REGION1,DKBMSTPH3,1,2042,DKBM,S05B1,64.47284568179784
REGION1,DKBMSTPH3,1,2042,DKBM,S05B2,125.11079993261922
